Date,Block_ID,TRT_ID,Plot_ID,Mean,Std Dev,Min,Max,Q1 (25%),Q2 (50%),Q3 (75%),Q4 (100%)
2024-06-17,4,5,505,0.07962079,0.013683562,0.0627451,0.11372549,0.07058823853731155,0.07450980693101883,0.08627451211214066,0.11372549086809158
2024-06-17,4,34,504,0.076858185,0.009246921,0.05882353,0.09411765,0.07058823853731155,0.07450980693101883,0.08235294371843338,0.0941176488995552
2024-06-17,2,17,503,0.1754052,0.056428816,0.105882354,0.25490198,0.12941177189350128,0.13333334028720856,0.239215686917305,0.2549019753932953
2024-06-17,2,19,502,0.23664638,0.071039625,0.13333334,0.29411766,0.13333334028720856,0.2862745225429535,0.29411765933036804,0.29411765933036804
2024-06-17,2,3,501,0.26833498,0.07297407,0.003921569,0.39607844,0.250980406999588,0.27843138575553894,0.3137255012989044,0.3960784375667572
2024-06-17,2,8,601,0.27805352,0.04710962,0.13333334,0.38431373,0.26274511218070984,0.27843138575553894,0.3137255012989044,0.3843137323856354
2024-06-17,2,2,602,0.24061854,0.03779552,0.09411765,0.28627452,0.24313725531101227,0.24705882370471954,0.250980406999588,0.2862745225429535
2024-06-17,2,23,603,0.11060752,0.049893897,0.05882353,0.24705882,0.07450980693101883,0.0941176488995552,0.12941177189350128,0.24705882370471954
2024-06-17,4,10,604,0.051716343,0.009059957,0.043137256,0.08235294,0.0470588244497776,0.0470588244497776,0.05882352963089943,0.08235294371843338
2024-06-17,4,26,605,0.06917465,0.024306318,0.043137256,0.11372549,0.0470588244497776,0.05882352963089943,0.0941176488995552,0.11372549086809158
2024-06-17,4,17,606,0.0762674,0.018924877,0.043137256,0.13333334,0.06666667014360428,0.07450980693101883,0.08627451211214066,0.13333334028720856
2024-06-17,4,12,805,0.06788285,0.014131856,0.047058824,0.09411765,0.05882352963089943,0.062745101749897,0.08235294371843338,0.0941176488995552
2024-06-17,2,31,803,0.12164302,0.069730125,0.043137256,0.2509804,0.07058823853731155,0.0941176488995552,0.13333334028720856,0.250980406999588
2024-06-17,2,11,801,0.22739576,0.061783902,0.047058824,0.3019608,0.24313725531101227,0.250980406999588,0.26274511218070984,0.3019607961177826
2024-06-17,4,20,806,0.089031264,0.040732503,0.043137256,0.24313726,0.062745101749897,0.08235294371843338,0.10000000149011612,0.24313725531101227
2024-06-17,4,24,804,0.057229042,0.014088265,0.043137256,0.11372549,0.0470588244497776,0.0470588244497776,0.06372549384832382,0.11372549086809158
2024-06-17,2,6,802,0.11457433,0.06270539,0.05490196,0.23921569,0.06666667014360428,0.08235294371843338,0.13333334028720856,0.239215686917305
2024-06-17,2,7,901,0.26720372,0.06076568,0.09411765,0.32156864,0.2549019753932953,0.2862745225429535,0.30980393290519714,0.32156863808631897
2024-06-17,2,34,902,0.13787879,0.08496741,0.05882353,0.28627452,0.07058823853731155,0.0941176488995552,0.24705882370471954,0.2862745225429535
2024-06-17,2,15,903,0.06488136,0.024780134,0.043137256,0.23921569,0.0470588244497776,0.062745101749897,0.06666667014360428,0.239215686917305
2024-06-17,4,32,904,0.0572973,0.012659748,0.043137256,0.09411765,0.0470588244497776,0.054901961237192154,0.062745101749897,0.0941176488995552
2024-06-17,4,6,905,0.05740229,0.014093463,0.043137256,0.09411765,0.0470588244497776,0.0470588244497776,0.062745101749897,0.0941176488995552
2024-06-17,4,11,906,0.09296307,0.012232891,0.0627451,0.11372549,0.08235294371843338,0.0941176488995552,0.10588235408067703,0.11372549086809158
2024-06-17,2,21,1001,0.2659764,0.046789974,0.105882354,0.38431373,0.24705882370471954,0.2549019753932953,0.29411765933036804,0.3843137323856354
2024-06-17,2,33,1002,0.12983006,0.07420529,0.05882353,0.2509804,0.07058823853731155,0.0941176488995552,0.239215686917305,0.250980406999588
2024-06-17,2,16,1003,0.06386347,0.0147603275,0.043137256,0.105882354,0.0470588244497776,0.062745101749897,0.07058823853731155,0.10588235408067703
2024-06-17,4,31,1004,0.060935948,0.010641241,0.043137256,0.08627451,0.054901961237192154,0.05882352963089943,0.06666667014360428,0.08627451211214066
2024-06-17,4,3,1005,0.05134804,0.007781359,0.043137256,0.07450981,0.0470588244497776,0.0470588244497776,0.054901961237192154,0.07450980693101883
2024-06-17,4,7,1006,0.11812758,0.01862564,0.0627451,0.13333334,0.10588235408067703,0.12941177189350128,0.13333334028720856,0.13333334028720856
2024-06-17,4,16,1105,0.071650326,0.005607575,0.0627451,0.08235294,0.06666667014360428,0.07058823853731155,0.07450980693101883,0.08235294371843338
2024-06-17,4,25,1106,0.12660863,0.034625113,0.08235294,0.23921569,0.10588235408067703,0.12941177189350128,0.13333334028720856,0.239215686917305
2024-06-17,4,9,1104,0.06641502,0.020899532,0.043137256,0.12941177,0.054901961237192154,0.05882352963089943,0.06862745434045792,0.12941177189350128
2024-06-17,2,29,1103,0.116743654,0.06971934,0.047058824,0.2627451,0.06666667014360428,0.10588235408067703,0.12941177189350128,0.26274511218070984
2024-06-17,2,4,1102,0.15315013,0.086793214,0.0627451,0.2627451,0.06666667014360428,0.0941176488995552,0.24705882370471954,0.26274511218070984
2024-06-17,2,18,1101,0.1706933,0.111524835,0.003921569,0.39607844,0.10588235408067703,0.11372549086809158,0.29411765933036804,0.3960784375667572
2024-06-17,4,1,1204,0.0627451,0.032538664,0.043137256,0.12941177,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.12941177189350128
2024-06-17,4,18,1206,0.05850728,0.02116872,0.047058824,0.105882354,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.10588235408067703
2024-06-17,2,22,1203,0.08188766,0.07468306,0.043137256,0.27058825,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.2705882489681244
2024-06-17,2,13,1201,0.212475,0.060775973,0.07058824,0.2627451,0.13333334028720856,0.24313725531101227,0.2549019753932953,0.26274511218070984
2024-06-17,4,29,1205,0.09955649,0.015802126,0.07450981,0.12941177,0.08627451211214066,0.0941176488995552,0.10588235408067703,0.12941177189350128
2024-06-17,2,24,1202,0.25236788,0.046545856,0.07450981,0.3019608,0.24705882370471954,0.26274511218070984,0.27843138575553894,0.3019607961177826
2024-06-17,4,14,1304,0.07493213,0.014857806,0.043137256,0.105882354,0.07058823853731155,0.07450980693101883,0.08627451211214066,0.10588235408067703
2024-06-17,4,23,1306,0.06754855,0.015654417,0.043137256,0.105882354,0.05882352963089943,0.062745101749897,0.08235294371843338,0.10588235408067703
2024-06-17,4,22,1305,0.047058824,0.0,0.047058824,0.047058824,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.0470588244497776
2024-06-17,2,27,1303,0.17759936,0.083304994,0.047058824,0.2784314,0.0941176488995552,0.239215686917305,0.250980406999588,0.27843138575553894
2024-06-17,2,28,1302,0.09790583,0.031725425,0.08235294,0.2784314,0.08627451211214066,0.0941176488995552,0.0941176488995552,0.27843138575553894
2024-06-17,2,30,1301,0.13710052,0.08389984,0.043137256,0.32941177,0.07450980693101883,0.10588235408067703,0.239215686917305,0.3294117748737335
2024-06-17,3,9,1506,0.06575343,0.01971521,0.047058824,0.12941177,0.0470588244497776,0.07058823853731155,0.07450980693101883,0.12941177189350128
2024-06-17,3,32,1505,0.08744039,0.023929905,0.047058824,0.11372549,0.05882352963089943,0.0941176488995552,0.10588235408067703,0.11372549086809158
2024-06-17,4,33,1504,0.09469047,0.0147705935,0.047058824,0.12941177,0.08627451211214066,0.0941176488995552,0.10588235408067703,0.12941177189350128
2024-06-17,2,9,1503,0.112310655,0.046918157,0.06666667,0.24313726,0.08627451211214066,0.0941176488995552,0.12941177189350128,0.24313725531101227
2024-06-17,1,3,1502,0.07959887,0.05647187,0.047058824,0.24705882,0.0470588244497776,0.062745101749897,0.07450980693101883,0.24705882370471954
2024-06-17,1,20,1501,0.14346492,0.073500715,0.05882353,0.2627451,0.08235294371843338,0.10588235408067703,0.239215686917305,0.26274511218070984
2024-06-17,1,31,1601,0.16191515,0.076419786,0.06666667,0.3019608,0.0941176488995552,0.12941177189350128,0.24705882370471954,0.3019607961177826
2024-06-17,1,32,1602,0.07943263,0.03465452,0.043137256,0.13333334,0.054901961237192154,0.062745101749897,0.12941177189350128,0.13333334028720856
2024-06-17,1,34,1603,0.10991422,0.030106775,0.08235294,0.23921569,0.0941176488995552,0.10588235408067703,0.12941177189350128,0.239215686917305
2024-06-17,3,22,1604,0.074907936,0.03467262,0.043137256,0.13333334,0.0470588244497776,0.0470588244497776,0.11372549086809158,0.13333334028720856
2024-06-17,3,14,1605,0.07560683,0.018156571,0.043137256,0.11372549,0.062745101749897,0.07450980693101883,0.08627451211214066,0.11372549086809158
2024-06-17,3,6,1606,0.06968326,0.020240407,0.043137256,0.12941177,0.07058823853731155,0.07058823853731155,0.07058823853731155,0.12941177189350128
2024-06-17,1,14,1701,0.1257807,0.06482192,0.043137256,0.2784314,0.08235294371843338,0.10588235408067703,0.12941177189350128,0.27843138575553894
2024-06-17,1,35,1702,0.0624011,0.035571646,0.043137256,0.24313726,0.0470588244497776,0.0470588244497776,0.05882353149354458,0.24313725531101227
2024-06-17,1,33,1703,0.10769231,0.03661832,0.0627451,0.23921569,0.07450980693101883,0.11372549086809158,0.12941177189350128,0.239215686917305
2024-06-17,3,13,1704,0.068388894,0.016098334,0.043137256,0.09411765,0.054901961237192154,0.06666667014360428,0.08235294371843338,0.0941176488995552
2024-06-17,3,21,1705,0.09932264,0.009549044,0.08235294,0.12941177,0.0941176488995552,0.0941176488995552,0.10588235408067703,0.12941177189350128
2024-06-17,3,10,1706,0.08691476,0.017950736,0.047058824,0.105882354,0.08235294371843338,0.08627451211214066,0.10588235408067703,0.10588235408067703
2024-06-17,3,4,1806,0.04930233,0.006863762,0.043137256,0.08235294,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.08235294371843338
2024-06-17,3,18,1805,0.056780357,0.02667427,0.047058824,0.13333334,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.13333334028720856
2024-06-17,3,8,1804,0.06140984,0.016574182,0.043137256,0.11372549,0.0470588244497776,0.054901961237192154,0.07058823853731155,0.11372549086809158
2024-06-17,1,7,1803,0.0931914,0.01902268,0.05490196,0.13333334,0.08235294371843338,0.0941176488995552,0.10588235408067703,0.13333334028720856
2024-06-17,1,18,1802,0.05318628,0.0341162,0.047058824,0.24313726,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.24313725531101227
2024-06-17,1,25,1801,0.15962277,0.075052075,0.07058824,0.3019608,0.0941176488995552,0.12941177189350128,0.24705882370471954,0.3019607961177826
2024-06-17,3,19,1906,0.06840959,0.005321909,0.05882353,0.08627451,0.06666667014360428,0.06666667014360428,0.07058823853731155,0.08627451211214066
2024-06-17,3,31,1905,0.10268346,0.07011236,0.043137256,0.24705882,0.0470588244497776,0.07058823853731155,0.12941177189350128,0.24705882370471954
2024-06-17,3,23,1904,0.081129976,0.015090339,0.047058824,0.11372549,0.07058823853731155,0.08235294371843338,0.0941176488995552,0.11372549086809158
2024-06-17,1,2,1903,0.09280626,0.0110365,0.07450981,0.12941177,0.08627451211214066,0.0941176488995552,0.0941176488995552,0.12941177189350128
2024-06-17,1,29,1902,0.0769681,0.029658852,0.043137256,0.12941177,0.0470588244497776,0.06666667014360428,0.10588235408067703,0.12941177189350128
2024-06-17,1,22,1901,0.12631373,0.11027532,0.043137256,0.3019608,0.0470588244497776,0.0470588244497776,0.2705882489681244,0.3019607961177826
2024-06-17,3,1,2005,0.052469134,0.032009322,0.047058824,0.24313726,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.24313725531101227
2024-06-17,3,29,2006,0.05448643,0.012018663,0.043137256,0.08235294,0.0470588244497776,0.0470588244497776,0.060784315690398216,0.08235294371843338
2024-06-17,1,6,2001,0.12426601,0.08226525,0.043137256,0.2784314,0.05882352963089943,0.08627451211214066,0.239215686917305,0.27843138575553894
2024-06-17,1,16,2002,0.06214942,0.020219678,0.043137256,0.11372549,0.0470588244497776,0.054901961237192154,0.07450980693101883,0.11372549086809158
2024-06-17,1,28,2003,0.13577415,0.056794465,0.047058824,0.2509804,0.10588235408067703,0.12941177189350128,0.13333334028720856,0.250980406999588
2024-06-17,3,3,2004,0.067559384,0.018758232,0.043137256,0.105882354,0.0470588244497776,0.06666667014360428,0.08235294371843338,0.10588235408067703
2024-06-17,3,15,2206,0.0728093,0.019171802,0.043137256,0.13333334,0.062745101749897,0.06666667014360428,0.08627451211214066,0.13333334028720856
2024-06-17,3,16,2204,0.08947805,0.015759423,0.06666667,0.12941177,0.07450980693101883,0.08627451211214066,0.10588235408067703,0.12941177189350128
2024-06-17,1,27,2202,0.07434332,0.025435522,0.043137256,0.13333334,0.0470588244497776,0.06666667014360428,0.0941176488995552,0.13333334028720856
2024-06-17,3,17,2205,0.14089857,0.05185105,0.047058824,0.24313726,0.10588235408067703,0.12941177189350128,0.13333334028720856,0.24313725531101227
2024-06-17,1,12,2203,0.11267462,0.06494758,0.043137256,0.24313726,0.06666667014360428,0.0941176488995552,0.13333334028720856,0.24313725531101227
2024-06-17,1,9,2201,0.17220697,0.073714875,0.0627451,0.28627452,0.10588235408067703,0.13333334028720856,0.250980406999588,0.2862745225429535
2024-06-17,3,33,2305,0.09821428,0.021137064,0.0627451,0.13333334,0.08529412001371384,0.10588235408067703,0.11372549086809158,0.13333334028720856
2024-06-17,1,4,2301,0.16808824,0.077638134,0.05490196,0.27058825,0.09215686470270157,0.13333334028720856,0.24313725531101227,0.2705882489681244
2024-06-17,1,30,2302,0.057041004,0.011284324,0.043137256,0.08235294,0.0470588244497776,0.05882352963089943,0.062745101749897,0.08235294371843338
2024-06-17,1,5,2303,0.05816092,0.011869539,0.043137256,0.08627451,0.0470588244497776,0.05882352963089943,0.06666667014360428,0.08627451211214066
2024-06-17,3,25,2304,0.114781305,0.043012176,0.07058824,0.23921569,0.08235294371843338,0.10588235408067703,0.12941177189350128,0.239215686917305
2024-06-17,3,27,2306,0.048834387,0.0064171734,0.043137256,0.06666667,0.04313725605607033,0.0470588244497776,0.054901961237192154,0.06666667014360428
2024-06-17,3,26,2406,0.047334988,0.0020097657,0.043137256,0.05882353,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.05882352963089943
2024-06-17,3,20,2405,0.069780275,0.017844774,0.043137256,0.11372549,0.054901961237192154,0.07058823853731155,0.08235294371843338,0.11372549086809158
2024-06-17,3,11,2404,0.09482002,0.03847665,0.043137256,0.24313726,0.07058823853731155,0.0941176488995552,0.10588235408067703,0.24313725531101227
2024-06-17,1,21,2403,0.05173556,0.0074769575,0.043137256,0.07058824,0.0470588244497776,0.0470588244497776,0.05882352963089943,0.07058823853731155
2024-06-17,1,11,2402,0.051764708,0.008826284,0.043137256,0.08235294,0.0470588244497776,0.0470588244497776,0.05882352963089943,0.08235294371843338
2024-06-17,1,10,2401,0.22653063,0.05577856,0.07058824,0.28627452,0.239215686917305,0.250980406999588,0.26274511218070984,0.2862745225429535
2024-06-17,1,8,2503,0.050904248,0.008768564,0.043137256,0.07450981,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.07450980693101883
2024-06-17,3,12,2506,0.046586785,0.003405289,0.043137256,0.0627451,0.04313725605607033,0.0470588244497776,0.0470588244497776,0.062745101749897
2024-06-17,1,19,2501,0.17748986,0.07328807,0.0627451,0.27058825,0.10588235408067703,0.239215686917305,0.24705882370471954,0.2705882489681244
2024-06-17,3,5,2504,0.11543196,0.057666723,0.07058824,0.24705882,0.08235294371843338,0.08627451211214066,0.12156863138079643,0.24705882370471954
2024-06-17,3,7,2505,0.060554784,0.011818632,0.043137256,0.08235294,0.0470588244497776,0.05882352963089943,0.07058823853731155,0.08235294371843338
2024-06-17,3,24,2606,0.05184148,0.008362256,0.043137256,0.08235294,0.0470588244497776,0.0470588244497776,0.05882352963089943,0.08235294371843338
2024-06-17,3,30,2605,0.048355345,0.0051358864,0.043137256,0.07058824,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.07058823853731155
2024-06-17,1,26,2603,0.05344193,0.011734403,0.043137256,0.09411765,0.0470588244497776,0.0470588244497776,0.05882352963089943,0.0941176488995552
2024-06-17,3,28,2604,0.14072904,0.05760555,0.08235294,0.24705882,0.10588235408067703,0.11372549086809158,0.13333334028720856,0.24705882370471954
2024-06-17,1,17,2602,0.047706738,0.0035302492,0.043137256,0.06666667,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.06666667014360428
2024-06-17,1,23,2601,0.09523957,0.025703527,0.047058824,0.24313726,0.08235294371843338,0.0941176488995552,0.11372549086809158,0.24313725531101227
2024-06-17,3,35,2706,0.046798144,0.0022457654,0.043137256,0.0627451,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.062745101749897
2024-06-17,3,2,2704,0.1295143,0.06390216,0.05490196,0.24705882,0.07058823853731155,0.11372549086809158,0.13333334028720856,0.24705882370471954
2024-06-17,3,34,2705,0.05118899,0.00685709,0.043137256,0.06666667,0.0470588244497776,0.0470588244497776,0.05882352963089943,0.06666667014360428
2024-06-17,1,1,2703,0.05475672,0.016551364,0.043137256,0.09411765,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.0941176488995552
2024-06-17,1,13,2702,0.047058824,0.0,0.047058824,0.047058824,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.0470588244497776
2024-06-17,1,24,2701,0.13722396,0.06824069,0.043137256,0.25490198,0.08627451211214066,0.11372549086809158,0.239215686917305,0.2549019753932953
2024-07-09,1,15,2502,0.14015423,0.1223302,0.003921569,0.5058824,0.0470588244497776,0.07058823853731155,0.24705882370471954,0.5058823823928833
2024-07-09,4,27,204,0.073426984,0.07159247,0.003921569,0.41960785,0.0470588244497776,0.0470588244497776,0.054901961237192154,0.41960784792900085
2024-07-09,4,30,206,0.23306996,0.1527826,0.003921569,0.5254902,0.062745101749897,0.2549019753932953,0.3843137323856354,0.5254902243614197
2024-07-09,4,2,205,0.12834224,0.11285185,0.003921569,0.5058824,0.0470588244497776,0.08235294371843338,0.12941177189350128,0.5058823823928833
2024-07-09,2,14,203,0.32915714,0.12747748,0.003921569,0.5568628,0.3137255012989044,0.35686275362968445,0.41960784792900085,0.5568627715110779
2024-07-09,2,26,202,0.27584773,0.12392938,0.003921569,0.79607844,0.239215686917305,0.2705882489681244,0.32549020648002625,0.7960784435272217
2024-07-09,2,1,201,0.8080156,0.18253344,0.003921569,0.90588236,0.8745098114013672,0.9058823585510254,0.9058823585510254,0.9058823585510254
2024-07-09,2,5,301,0.4667558,0.17723727,0.003921569,0.90588236,0.3294117748737335,0.42352941632270813,0.572549045085907,0.9058823585510254
2024-07-09,2,20,302,0.8505837,0.08857976,0.5411765,0.90588236,0.8196078538894653,0.9058823585510254,0.9058823585510254,0.9058823585510254
2024-07-09,2,10,303,0.109010495,0.08523299,0.043137256,0.43529412,0.054901961237192154,0.07450980693101883,0.11372549086809158,0.43529412150382996
2024-07-09,4,4,304,0.5220179,0.16042295,0.003921569,0.8901961,0.41960784792900085,0.45098039507865906,0.6313725709915161,0.8901960849761963
2024-07-09,4,19,305,0.23184538,0.13499,0.003921569,0.5647059,0.08627451211214066,0.24705882370471954,0.32549020648002625,0.5647059082984924
2024-07-09,4,21,306,0.49020624,0.14203306,0.003921569,0.9019608,0.41960784792900085,0.42941176891326904,0.5568627715110779,0.9019607901573181
2024-07-09,4,28,406,0.8437413,0.084347665,0.6,0.90588236,0.772549033164978,0.8901960849761963,0.9058823585510254,0.9058823585510254
2024-07-09,4,13,405,0.18737218,0.11442789,0.003921569,0.41960785,0.07450980693101883,0.13333334028720856,0.29411765933036804,0.41960784792900085
2024-07-09,4,15,404,0.20208046,0.15407026,0.003921569,0.7490196,0.05882352963089943,0.13137255609035492,0.32058824598789215,0.7490196228027344
2024-07-09,2,25,403,0.35626706,0.13591802,0.003921569,0.8745098,0.3019607961177826,0.32156863808631897,0.3901960849761963,0.8745098114013672
2024-07-09,2,12,402,0.52430815,0.1234334,0.003921569,0.9019608,0.42352941632270813,0.48627451062202454,0.6000000238418579,0.9019607901573181
2024-07-09,2,32,401,0.82874,0.12701105,0.41960785,0.90588236,0.772549033164978,0.9058823585510254,0.9058823585510254,0.9058823585510254
2024-07-09,4,8,506,0.8862835,0.053404678,0.5882353,0.90588236,0.8980392217636108,0.9058823585510254,0.9058823585510254,0.9058823585510254
2024-07-09,4,5,505,0.3356365,0.09211648,0.003921569,0.4509804,0.30980393290519714,0.32549020648002625,0.41960784792900085,0.45098039507865906
2024-07-09,4,34,504,0.3174062,0.13831462,0.003921569,0.77254903,0.2549019753932953,0.3137255012989044,0.41960784792900085,0.772549033164978
2024-07-09,2,17,503,0.4500589,0.15987243,0.003921569,0.9019608,0.41960784792900085,0.41960784792900085,0.48627451062202454,0.9019607901573181
2024-07-09,2,19,502,0.47044232,0.11147886,0.003921569,0.79607844,0.41960784792900085,0.42352941632270813,0.572549045085907,0.7960784435272217
2024-07-09,2,3,501,0.5530148,0.22039759,0.003921569,0.90588236,0.4019607901573181,0.45098039507865906,0.7333333492279053,0.9058823585510254
2024-07-09,2,8,601,0.8307824,0.16410688,0.2627451,0.90588236,0.9058823585510254,0.9058823585510254,0.9058823585510254,0.9058823585510254
2024-07-09,2,2,602,0.2802621,0.11698821,0.003921569,0.43529412,0.24705882370471954,0.29411765933036804,0.35686275362968445,0.43529412150382996
2024-07-09,2,23,603,0.21767429,0.08911008,0.003921569,0.5058824,0.12941177189350128,0.24313725531101227,0.27843138575553894,0.5058823823928833
2024-07-09,4,10,604,0.05651835,0.032063756,0.043137256,0.29411766,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.29411765933036804
2024-07-09,4,26,605,0.07356322,0.053574096,0.043137256,0.3137255,0.0470588244497776,0.054901961237192154,0.07058823853731155,0.3137255012989044
2024-07-09,4,17,606,0.33275443,0.25889784,0.003921569,0.90588236,0.06666667014360428,0.32549020648002625,0.43529412150382996,0.9058823585510254
2024-07-09,4,12,805,0.4227526,0.13071601,0.003921569,0.8745098,0.41960784792900085,0.42352941632270813,0.43529412150382996,0.8745098114013672
2024-07-09,2,31,803,0.17046687,0.14054802,0.003921569,0.6784314,0.054901961237192154,0.0941176488995552,0.2705882489681244,0.6784313917160034
2024-07-09,2,11,801,0.30897155,0.1976668,0.003921569,0.90588236,0.21274510025978088,0.27843138575553894,0.375490203499794,0.9058823585510254
2024-07-09,4,20,806,0.35123205,0.1100809,0.003921569,0.6784314,0.2862745225429535,0.35686275362968445,0.41960784792900085,0.6784313917160034
2024-07-09,4,24,804,0.06464037,0.065691896,0.043137256,0.4862745,0.0470588244497776,0.0470588244497776,0.0470588244497776,0.48627451062202454
2024-07-09,2,6,802,0.6919038,0.21020839,0.003921569,0.90588236,0.5411764979362488,0.7333333492279053,0.9019607901573181,0.9058823585510254
2024-07-09,2,7,901,0.80834866,0.1387369,0.42352942,0.90588236,0.7333333492279053,0.886274516582489,0.9058823585510254,0.9058823585510254
2024-07-09,2,34,902,0.610233,0.21509847,0.003921569,0.90588236,0.41960784792900085,0.5647059082984924,0.8588235378265381,0.9058823585510254
2024-07-09,2,15,903,0.21348909,0.13593759,0.003921569,0.41960785,0.07058823853731155,0.250980406999588,0.32156863808631897,0.41960784792900085
2024-07-09,4,32,904,0.23947474,0.18564168,0.003921569,0.88235295,0.07058823853731155,0.24313725531101227,0.41960784792900085,0.8823529481887817
2024-07-09,4,6,905,0.4380113,0.17744936,0.003921569,0.8862745,0.32156863808631897,0.41960784792900085,0.43529412150382996,0.886274516582489
2024-07-09,4,11,906,0.26893187,0.10528759,0.003921569,0.60784316,0.239215686917305,0.2549019753932953,0.3176470696926117,0.6078431606292725
2024-07-09,2,21,1001,0.45528415,0.15826564,0.003921569,0.8980392,0.3960784375667572,0.42352941632270813,0.5647059082984924,0.8980392217636108
2024-07-09,2,33,1002,0.64231515,0.2263953,0.003921569,0.90588236,0.42352941632270813,0.6470588445663452,0.8823529481887817,0.9058823585510254
2024-07-09,2,16,1003,0.095235564,0.096000105,0.003921569,0.42352942,0.0470588244497776,0.0470588244497776,0.08235294371843338,0.42352941632270813
2024-07-09,4,31,1004,0.109963275,0.14007118,0.043137256,0.8862745,0.0470588244497776,0.0470588244497776,0.07058823853731155,0.886274516582489
2024-07-09,4,3,1005,0.16942263,0.12549475,0.003921569,0.42352942,0.05882352963089943,0.0941176488995552,0.29411765933036804,0.42352941632270813
2024-07-09,4,7,1006,0.46735066,0.16232531,0.003921569,0.8784314,0.41960784792900085,0.46666666865348816,0.5803921818733215,0.8784313797950745
2024-07-09,4,16,1105,0.12483216,0.12539007,0.003921569,0.42352942,0.0470588244497776,0.0470588244497776,0.13333334028720856,0.42352941632270813
2024-07-09,4,25,1106,0.19418895,0.13377874,0.003921569,0.42352942,0.06666667014360428,0.13333334028720856,0.30980393290519714,0.42352941632270813
